Molecule,PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,Unnamed: 4,Half-Life in MLM minutes,Binary Classification
[Cl][H].O=C1N2O[H].N34C56C78C9%10N%11C%12%13[H].N%14=C3C3%15C%16%17C%18%19[H].C7%20%21[H].C87%22[H].C48=C%14C4=C%14C%23=C8[H].C%168%24[H].C%17%16%25[H].C%11%17%26[H].C%14%11=C1[H].[H]5.[H]6.[H]9.[H]%10.[H]3.[H]%15.[H]%20.[H]%21.[H]7.[H]%22.[H]%18.[H]%19.[H]8.[H]%24.[H]%16.[H]%25.[H]4.[H]%12.[H]%13.[H]%17.[H]%26.[H]%23.[H]%11.[H]2,56660014,"InChI=1S/C22H34N4O2.ClH/c1-21(2,3)13-19-23-17-12-16(9-11-20(27)24-28)8-10-18(17)26(19)15-22(4,5)14-25(6)7;/h8-12,28H,13-15H2,1-7H3,(H,24,27);1H/b11-9+;",ZNEWTBJSQAZSPT-LBEJWNQZSA-N,,20.0,0
[Cl][H].O=C1N2O[H].N34C56C78C9%10C3%11[H].N3%12C%13%14C4%15[H].N4=C3C3%16C%17%18C%19=C%20C%21=C%22C%23=C%19[H].C%12%19=C4C4=C%12C%24=C%19[H].C%12%19=C1[H].[H]%11.[H]5.[H]6.[H]9.[H]%10.[H]7.[H]8.[H]%15.[H]%13.[H]%14.[H]3.[H]%16.[H]%17.[H]%18.[H]4.[H]%24.[H]%19.[H]%20.[H]%21.[H]%23.[H]%22.[H]2,44564678,"InChI=1S/C24H28N4O2.ClH/c29-24(26-30)13-10-20-8-11-22-21(18-20)25-23(12-9-19-6-2-1-3-7-19)28(22)17-16-27-14-4-5-15-27;/h1-3,6-8,10-11,13,18,30H,4-5,9,12,14-17H2,(H,26,29);1H/b13-10+;",AIKJJBINAAIREY-RSGUCCNWSA-N,,5.0,0
O=C1N2O[H].N34C56C78C9%10N%11C%12%13[H].N%14=C3C3%15C%16%17C%18=C%19C%20=C%21C%22=C%18[H].C7%18%23[H].C87%24[H].C48=C%14C4=C%14C%25=C8[H].C%118%26[H].C%14%11=C1[H].[H]5.[H]6.[H]9.[H]%10.[H]7.[H]%24.[H]%18.[H]%23.[H]3.[H]%15.[H]%16.[H]%17.[H]%12.[H]%13.[H]8.[H]%26.[H]4.[H]%25.[H]%11.[H]%19.[H]%20.[H]%22.[H]%21.[H]2,44564642,"InChI=1S/C25H32N4O2/c1-25(2,17-28(3)4)18-29-22-13-10-20(12-15-24(30)27-31)16-21(22)26-23(29)14-11-19-8-6-5-7-9-19/h5-10,12-13,15-16,31H,11,14,17-18H2,1-4H3,(H,27,30)/b15-12+",FOLVOXAEHBGIDM-NTCAYCPXSA-N,,17.0,0
O=C1N2O[H].N34C56C78N9C%10%11C%12%13[H].N%14=C3C3%15C%16%17C%18=C%19C%20=C%21C%22=C%18[H].C4%18=C%14C4=C%14C%23=C%18[H].C9%18%24C9%25[H].C%14%26=C1[H].[H]5.[H]6.[H]7.[H]8.[H]3.[H]%15.[H]%16.[H]%17.[H]%18.[H]%24.[H]%10.[H]%11.[H]4.[H]%23.[H]9.[H]%25.[H]%12.[H]%13.[H]%19.[H]%26.[H]%20.[H]%22.[H]%21.[H]2,6918876,"InChI=1S/C24H30N4O2/c1-3-27(4-2)16-17-28-22-13-10-20(12-15-24(29)26-30)18-21(22)25-23(28)14-11-19-8-6-5-7-9-19/h5-10,12-13,15,18,30H,3-4,11,14,16-17H2,1-2H3,(H,26,29)/b15-12+",FFXUDLUXUIJFSS-NTCAYCPXSA-N,,5.0,0
O=C1N2O[H].N34C56C78C9%10C%11%12C3%13[H].N3%14C%15%16C4%17[H].N4=C3C3%18C%19%20C%21=C%22C%23=C%24C%25=C%21[H].C%14%21=C4C4=C%14C%26=C%21[H].C%14%21=C1[H].[H]%13.[H]5.[H]6.[H]%11.[H]%12.[H]7.[H]8.[H]9.[H]%10.[H]%17.[H]%15.[H]%16.[H]3.[H]%18.[H]%19.[H]%20.[H]4.[H]%26.[H]%21.[H]%22.[H]%23.[H]%25.[H]%24.[H]2,6918846,"InChI=1S/C25H30N4O2/c30-25(27-31)14-11-21-9-12-23-22(19-21)26-24(13-10-20-7-3-1-4-8-20)29(23)18-17-28-15-5-2-6-16-28/h1,3-4,7-9,11-12,14,19,31H,2,5-6,10,13,15-18H2,(H,27,30)/b14-11+",XZWCFUZJOAZGAI-SDNWHVSQSA-N,,35.0,0
O=C1N2C3=C4C5=C6C7=C3[H].O=C3N8O[H].C9%10%11C%12%13C%14%15C3%16[H].C93%17C19[H].[H]%10.[H]%11.[H]%12.[H]%13.[H]3.[H]%17.[H]%14.[H]%15.[H]9.[H]%16.[H]2.[H]8.[H]4.[H]5.[H]7.[H]6,5311,"InChI=1S/C14H20N2O3/c17-13(15-12-8-4-3-5-9-12)10-6-1-2-7-11-14(18)16-19/h3-5,8-9,19H,1-2,6-7,10-11H2,(H,15,17)(H,16,18)",WAEXFXRVDQXREF-UHFFFAOYSA-N,,60.0,1
[Cl]C1=C2C3=C4C5=C6S=78=O.O=C9N%10C%11%12C%13%14C%15%16C%17%18C%10%19[H].O=C%10N%20C%17%21[H].O=C%17N%22C9%23[H].O=7.N87C%178C9%17C%24%25C%22%26[H].C%13%20%22[H].C%10%13%20[H].C6%10=C3[H].C43=C1[H].[H]%18.[H]%14.[H]%15.[H]%16.[H]%19.[H]%11.[H]%12.[H]%21.[H]%22.[H]%23.[H]%26.[H]8.[H]%24.[H]%25.[H]9.[H]%17.[H]%13.[H]%20.[H]7.[H]5.[H]%10.[H]3.[H]2,57397646,"InChI=1S/C25H30N4O2/c30-25(27-31)14-11-21-9-12-23-22(19-21)26-24(13-10-20-7-3-1-4-8-20)29(23)18-17-28-15-5-2-6-16-28/h1,3-4,7-9,11-12,14,19,31H,2,5-6,10,13,15-18H2,(H,27,30)/b14-11+",UWIZWPSBMKSPLR-MORLXBONSA-N,,2.0,0
[Cl]C1=C2C3=C4C5=C6S=78=O.O=C9N%10C%11%12C%13%14C%15%16C%17%18C%10%19[H].O=C%10N%20C%13%21[H].O=C%13N%22C9%23[H].O=7.N87C%138C9%13C%24%25C%22%26[H].C%17%20=C%17C%20=C%10[H].C6%10=C3[H].C43=C1[H].[H]%14.[H]%18.[H]%15.[H]%16.[H]%11.[H]%12.[H]%19.[H]%21.[H]%17.[H]%23.[H]%20.[H]%26.[H]8.[H]%24.[H]%25.[H]9.[H]%13.[H]7.[H]5.[H]%10.[H]3.[H]2,53488415,"InChI=1S/C28H29ClN4O5S/c29-22-8-6-20-13-23(9-7-19(20)12-22)39(37,38)30-24-3-2-10-31(28(24)36)17-27(35)32-14-18-11-21(16-32)25-4-1-5-26(34)33(25)15-18/h1,4-9,12-13,18,21,24,30H,2-3,10-11,14-17H2/t18-,21+,24-/m0/s1",FLGSVBQCPOVGER-VNZMSGEBSA-N,,2.0,0
[F]C12[F].[F]1.[F]C13[F].[F]1.O=C1C45C67C89C%10=O.C6%11=C6C3=C3C2=C%11[H].C1%102[H].[H]7.[H]4.[H]5.[H]8.[H]9.[H]2.[H]6.[H]3,57390155,"InChI=1S/C14H10F6O2/c15-13(16,17)9-1-7(2-10(5-9)14(18,19)20)8-3-11(21)6-12(22)4-8/h1-2,5,8H,3-4,6H2",NUQVZPNQASEHFH-UHFFFAOYSA-N,,180.0,1
[F]C12[F].[F]1.[F]C13[F].[F]1.O1C45C67C89C%10=O.O=C%11C6%12[H].C%10%116[H].C4%10%11[H].C14=C1C3=C3C2=C4[H].[H]7.[H]5.[H]%12.[H]8.[H]9.[H]6.[H]%10.[H]%11.[H]1.[H]3,52938208,"InChI=1S/C16H14F6O3/c1-8(9-2-12(23)7-13(24)3-9)25-14-5-10(15(17,18)19)4-11(6-14)16(20,21)22/h4-6,8-9H,2-3,7H2,1H3",FVEVQUBFQXFSNY-UHFFFAOYSA-N,,45.0,0
S1C2=NC3=C1C1=C4OC56[H].[F]C78[F].[F]7.O7N=C2N=C7C27C9%10C%11%12N%13C%14%15C2%16[H].O=C%13C2%13C8%17[H].C38=C4[H].[H]7.[H]9.[H]%10.[H]%16.[H]%11.[H]%12.[H]%14.[H]%15.[H]2.[H]%13.[H]%17.[H]1.[H]8.[H]5.[H]6,56945843,"InChI=1S/C19H19F3N4O3S/c1-28-12-2-3-13-14(10-12)30-18(23-13)16-24-17(29-25-16)11-5-8-26(9-6-11)15(27)4-7-19(20,21)22/h2-3,10-11H,4-9H2,1H3",MDFQKZXRTVTODM-UHFFFAOYSA-N,,6.0,0
S1C2=NC3=C1[H].[F]C14[F].[F]1.O1N=C2N=C1C12C56C78N9C%10%11C1%12[H].O=C9C19C%13%14C4%15[H].[H]2.[H]5.[H]6.[H]%12.[H]%10.[H]7.[H]8.[H]%11.[H]1.[H]9.[H]%13.[H]%14.[H]%15.[H]3,54579915,"InChI=1S/C15H17F3N4O2S/c16-15(17,18)5-1-2-11(23)22-7-3-10(4-8-22)13-20-12(21-24-13)14-19-6-9-25-14/h6,9-10H,1-5,7-8H2",WIFDOUQOJULUSV-UHFFFAOYSA-N,,81.0,1
S1C2=NC3=C1[H].[F]C14[F].[F]1.O1N=C2N=C1C12C56C78N9C%10%11C1%12[H].O=C9C19C4%13[H].[H]2.[H]%12.[H]5.[H]6.[H]%10.[H]%11.[H]7.[H]8.[H]1.[H]9.[H]%13.[H]3,54579914,"InChI=1S/C14H15F3N4O2S/c15-14(16,17)4-1-10(22)21-6-2-9(3-7-21)12-19-11(20-23-12)13-18-5-8-24-13/h5,8-9H,1-4,6-7H2",HHWOKDABGQJATF-UHFFFAOYSA-N,,34.0,0
S1C=2C=3N=C4ON=3.[F]C35[F].[F]3.O=C3N6C78C49C4%10C6%11[H].C36%12C53[H].C=25C2=C1[H].[H]9.[H]4.[H]%10.[H]7.[H]8.[H]%11.[H]6.[H]%12.[H]3.[H]5.[H]2,52952731,"InChI=1S/C14H14F3N3O2S/c15-14(16,17)5-3-11(21)20-6-4-9(8-20)13-18-12(19-22-13)10-2-1-7-23-10/h1-2,7,9H,3-6,8H2/t9-/m1/s1",RQBFWGXMSPJGPK-SECBINFHSA-N,,298.0,1
S1C=2C=3N=C4ON=3.[F]C35[F].[F]3.O=C3N6C78C9%10C4%11C4%12C6%13[H].C36%14C53[H].C=25C2=C1[H].[H]%11.[H]4.[H]%12.[H]9.[H]%10.[H]7.[H]8.[H]%13.[H]6.[H]%14.[H]3.[H]5.[H]2,24804428,"InChI=1S/C15H16F3N3O2S/c16-15(17,18)6-3-12(22)21-7-4-10(5-8-21)14-19-13(20-23-14)11-2-1-9-24-11/h1-2,9-10H,3-8H2",HWEFEZJVFIOBJA-UHFFFAOYSA-N,,5.0,0
[Cl]C=1C2=C3N4C56C=7C8=C9N%10C%11=O.[F]C9=C9[F].N%12%13N=C%14C=%15C4=NC4=NC%12=%15.C=7%11[H].C87=C9[H].C38=C3C=1[H].C%1319[H].[H]5.[H]6.[H]7.[H]%10.[H]%14.[H]2.[H]8.[H]4.[H]3.[H]1.[H]9,57398563,"InChI=1S/C22H15ClF2N6O/c1-30-21-16(9-28-30)22(27-11-26-21)31(14-4-2-3-13(23)8-14)10-12-7-18(32)29-20-15(12)5-6-17(24)19(20)25/h2-9,11H,10H2,1H3,(H,29,32)",FVSIJTPSJWTFGY-UHFFFAOYSA-N,,30.0,0
[F]C=1C=2N3C4=O.[F]C=1C1=C5C=2C=2C67N8C9%10C=%11N=C%12C%13=C%14C=%11[H].N%11=C8C8=NC%15=C%11[H].C4=2[H].[H]6.[H]7.[H]9.[H]%10.[H]5.[H]3.[H]1.[H]8.[H]%14.[H]%12.[H]%13.[H]%15,57396785,"InChI=1S/C20H15F2N5O/c21-16-5-4-15-13(9-18(28)26-20(15)19(16)22)11-27(17-10-23-7-8-25-17)12-14-3-1-2-6-24-14/h1-10H,11-12H2,(H,26,28)",IFSBGHCNMNCHCY-UHFFFAOYSA-N,,20.0,0
[Cl]C=1C2=C3N4C56C=7C8=C9N%10C%11=O.[F]C9=C9[F].N%12=C4C4=C%13N=C%12C%12%14[H].C=7%11[H].C87=C9[H].C38=C3C=1[H].[H]5.[H]6.[H]7.[H]%10.[H]2.[H]8.[H]4.[H]3.[H]%13.[H]%12.[H]%14,57393301,"InChI=1S/C21H15ClF2N4O/c1-12-25-8-7-18(26-12)28(15-4-2-3-14(22)10-15)11-13-9-19(29)27-21-16(13)5-6-17(23)20(21)24/h2-10H,11H2,1H3,(H,27,29)",TWGUONSTRXYYMR-UHFFFAOYSA-N,,90.0,1
[Cl]C1=C2C3=C4C56N7C89C=%10C%11=C%12N%13C%14=O.[F]C%12=C%12[F].N%15=C7C7=NC%16=C%15[H].C=%10%14[H].C%11%10=C%12[H].C4%11=C1[H].[H]8.[H]9.[H]5.[H]6.[H]%10.[H]%13.[H]3.[H]%11.[H]7.[H]2.[H]%16,25211401,"InChI=1S/C21H15ClF2N4O/c22-15-3-1-13(2-4-15)11-28(18-10-25-7-8-26-18)12-14-9-19(29)27-21-16(14)5-6-17(23)20(21)24/h1-10H,11-12H2,(H,27,29)",QAQBQANOVVCKFW-UHFFFAOYSA-N,,20.0,0
[Cl]C=1C2=C3C45N6C78C=9C%10=C%11N%12C%13=O.[F]C%11=C%11[F].N%14=C6C6=NC%15=C%14[H].C=9%13[H].C%109=C%11[H].C3%10=C3C=1[H].[H]7.[H]8.[H]4.[H]5.[H]9.[H]%12.[H]2.[H]%10.[H]6.[H]3.[H]%15,25211400,"InChI=1S/C21H15ClF2N4O/c22-15-3-1-2-13(8-15)11-28(18-10-25-6-7-26-18)12-14-9-19(29)27-21-16(14)4-5-17(23)20(21)24/h1-10H,11-12H2,(H,27,29)",BEBSFKMNQJPMJC-UHFFFAOYSA-N,,20.0,0
[Cl][H].S=123=O.O4C5=C6C78C9%10N%11C5%12[H].O=1.C61=C4C4=C2C2=C1[H].C31=C3C5=C6C%13=C1[H].[H]7.[H]8.[H]9.[H]%10.[H]%12.[H]%11.[H]4.[H]2.[H]3.[H]5.[H]%13.[H]6,57400275,"InChI=1S/C17H15NO3S.ClH/c19-22(20,12-4-2-1-3-5-12)13-6-7-14-15-8-9-18-11-17(15)21-16(14)10-13;/h1-7,10,18H,8-9,11H2;1H",CPKKJYFLHYNPER-UHFFFAOYSA-N,,5.0,0
[Cl]C=1C=2OC34C5=O.[F]C67[F].[F]6.N56C5=C8N9N=C%10N=C9[H].C59=C7C5=C8[H].C378[H].C=23C2=C%11C=1[H].[H]4.[H]9.[H]6.[H]5.[H]7.[H]8.[H]3.[H]%10.[H]2.[H]%11,70695944,"InChI=1S/C18H14ClF3N4O2/c1-11(28-16-5-3-2-4-13(16)19)17(27)25-14-8-12(18(20,21)22)6-7-15(14)26-10-23-9-24-26/h2-11H,1H3,(H,25,27)",RXKWBOUBAIJXIS-UHFFFAOYSA-N,,11.7,0
[F]C12[F].[F]1.O1C34C5=O.N56C5=C7N8N=C9N=C8[H].C58=C2C2=C7[H].C357[H].C13=C1C%10=C%11C%12=C3[H].[H]4.[H]8.[H]6.[H]2.[H]5.[H]7.[H]1.[H]9.[H]%10.[H]%12.[H]%11,42893203,"InChI=1S/C18H15F3N4O2/c1-12(27-14-5-3-2-4-6-14)17(26)24-15-9-13(18(19,20)21)7-8-16(15)25-11-22-10-23-25/h2-12H,1H3,(H,24,26)",FROVSXMDWDNZLY-UHFFFAOYSA-N,,12.0,0
[Cl]C=1C2=C3OC45C6=O.[F]C78[F].[F]7.N67C6=C9N%10N=C%11N=C%10[H].C6%10=C8C6=C9[H].C489[H].C34=C3C=1[H].[H]5.[H]%10.[H]7.[H]6.[H]8.[H]9.[H]2.[H]4.[H]%11.[H]3,16549163,"InChI=1S/C18H14ClF3N4O2/c1-11(28-14-4-2-3-13(19)8-14)17(27)25-15-7-12(18(20,21)22)5-6-16(15)26-10-23-9-24-26/h2-11H,1H3,(H,25,27)",HOFINSHTZPVVKH-UHFFFAOYSA-N,,6.2,0
[Cl]C1=C2C3=C4OC56C7=O.[F]C89[F].[F]8.N78C7=C%10N%11N=C%12N=C%11[H].C7%11=C9C7=C%10[H].C59%10[H].C45=C1[H].[H]6.[H]%11.[H]8.[H]7.[H]9.[H]%10.[H]3.[H]5.[H]%12.[H]2,16277977,"InChI=1S/C18H14ClF3N4O2/c1-11(28-14-5-3-13(19)4-6-14)17(27)25-15-8-12(18(20,21)22)2-7-16(15)26-10-23-9-24-26/h2-11H,1H3,(H,25,27)",YKFRFMAVIITTCB-UHFFFAOYSA-N,,13.6,0
O=C1N2C34C56C78N9C3%10[H].O3C%11=C%12C%13=C%14C=%15N=C%16N%17C%18=C%19C=%20N1[H].N1%21C=%15C%15=N%16.N%15=C1[H].C=%201C%15=C%18[H].C%14%16=C%11[H].C3%11%14[H].[H]4.[H]5.[H]6.[H]%10.[H]7.[H]8.[H]9.[H]2.[H]%19.[H]1.[H]%17.[H]%15.[H]%21.[H]%13.[H]%16.[H]%12.[H]%11.[H]%14,70691948,"InChI=1S/C23H24N8O2/c1-33-18-7-5-14(6-8-18)19-20-21(26-13-25-20)31-22(30-19)27-15-3-2-4-16(11-15)28-23(32)29-17-9-10-24-12-17/h2-8,11,13,17,24H,9-10,12H2,1H3,(H2,28,29,32)(H2,25,26,27,30,31)",ZQTHVAUONMFJHH-UHFFFAOYSA-N,,60.0,1
O=C1N2C=3C4=C5N6C7=NC8=C9N%10C%11=NC9=N7.O7C=9C%12=C8C8=C%13C=9OC9%14[H].N%15%16C%17%18C%19%20C1%21C1%22C%15%23[H].C=3%15C3=C5[H].C75%24[H].[H]%21.[H]1.[H]%22.[H]%19.[H]%20.[H]%23.[H]%17.[H]%18.[H]%16.[H]2.[H]4.[H]%15.[H]3.[H]6.[H]%12.[H]%10.[H]8.[H]%13.[H]%11.[H]5.[H]%24.[H]9.[H]%14,70685615,"InChI=1S/C25H27N7O3/c1-34-19-7-6-16(12-20(19)35-2)21-22-23(28-14-27-22)32-25(31-21)30-18-5-3-4-17(13-18)29-24(33)15-8-10-26-11-9-15/h3-7,12-15,26H,8-11H2,1-2H3,(H,29,33)(H2,27,28,30,31,32)",KSGQCBIEDABXGB-UHFFFAOYSA-N,,60.0,1
O=C1N2C34C56C78C29[H].O2C%10=C%11C%12=C%13C=%14N=C%15N%16C%17=C%18C=%19N1[H].N1%20C=%14C%14=N%15.N%14=C1[H].C=%191C%14=C%17[H].C%13%15=C%10[H].C2%10%13[H].[H]7.[H]8.[H]5.[H]6.[H]9.[H]3.[H]4.[H]%18.[H]1.[H]%16.[H]%14.[H]%20.[H]%12.[H]%15.[H]%11.[H]%10.[H]%13,57403897,"InChI=1S/C23H23N7O2/c1-32-18-9-7-15(8-10-18)19-20-21(25-14-24-20)29-22(28-19)26-16-5-4-6-17(13-16)27-23(31)30-11-2-3-12-30/h4-10,13-14H,2-3,11-12H2,1H3,(H,27,31)(H2,24,25,26,28,29)",NOPCAKBAGRGZNL-UHFFFAOYSA-N,,60.0,1
S1C2=C3N=C1C14[H].[F]C5=C6C7=C2C2=C5[H].O=C3N3C58C9%10C%11%12C%13%14C3%15C3%16[H].O%17C=%18N%19C5%20[H].N=%18C=5C%17=C%17C%18=C%21C=5[H].[H]8.[H]%15.[H]9.[H]%10.[H]%13.[H]%14.[H]%11.[H]%12.[H]%20.[H]3.[H]%16.[H]%19.[H]1.[H]4.[H]7.[H]2.[H]%17.[H]6.[H]%18.[H]%21,70694257,"InChI=1S/C25H25FN4O2S/c1-15-6-5-7-19(14-27-25-29-20-8-3-4-9-21(20)32-25)30(15)24(31)22-23(33-16(2)28-22)17-10-12-18(26)13-11-17/h3-4,8-13,15,19H,5-7,14H2,1-2H3,(H,27,29)/t15-,19-/m0/s1",FVXDIUWLPYTCGR-KXBFYZLASA-N,,1.0,0
S1C2=C3N=C1C14[H].[F]C5=C6C7=C2C2=C5[H].O=C3N3C58C9%10C%11%12C%13%14C3%15C3%16[H].O=C%17N%18C5%19[H].N=5C=%20C%17=C%17C%21=C%22C=%20C%20=C%23C=5[H].[H]8.[H]%15.[H]9.[H]%10.[H]%13.[H]%14.[H]%11.[H]%12.[H]%19.[H]3.[H]%16.[H]%18.[H]%17.[H]1.[H]4.[H]7.[H]2.[H]%21.[H]%22.[H]6.[H]%20.[H]%23,70694256,"InChI=1S/C28H27FN4O2S/c1-17-6-3-9-22(16-31-27(34)23-10-4-7-19-8-5-15-30-24(19)23)33(17)28(35)25-26(36-18(2)32-25)20-11-13-21(29)14-12-20/h4-5,7-8,10-15,17,22H,3,6,9,16H2,1-2H3,(H,31,34)/t17-,22-/m0/s1",QDFUSTLNIXAUHP-JTSKRJEESA-N,,4.0,0
S1C2=C3N=C1C14[H].[F]C56[F].[F]5.O=C3N3C57C68C69C%10%11C3%12[H].O=C3N%13C5%14[H].N=5C=%15C3=C3C%16=C%17C=%15C%15=C%18C=5[H].C25=C2C%19=C%20C%21=C5[H].[H]8.[H]7.[H]6.[H]9.[H]%10.[H]%11.[H]%12.[H]%14.[H]%13.[H]3.[H]1.[H]4.[H]2.[H]%16.[H]%17.[H]%15.[H]%19.[H]%21.[H]%20.[H]%18,70688011,"InChI=1S/C28H25F3N4O2S/c1-17-34-24(25(38-17)19-8-3-2-4-9-19)27(37)35-15-7-13-21(28(29,30)31)22(35)16-33-26(36)20-12-5-10-18-11-6-14-32-23(18)20/h2-6,8-12,14,21-22H,7,13,15-16H2,1H3,(H,33,36)/t21-,22-/m1/s1",JZHYQAVNBVKWNS-FGZHOGPDSA-N,,1.0,0
S1C2=C3N=C1C14[H].O=C3N3C56C78C9%10C%11%12N%13[H].O=C%14N%15C5%16[H].N=5C=%17C%14=C%14C%18=C%19C=%17C%17=C%20C=5[H].C3%115[H].C23=C2C%11=C%21C%22=C3[H].[H]6.[H]7.[H]8.[H]%12.[H]9.[H]%10.[H]5.[H]%16.[H]%13.[H]%15.[H]%14.[H]1.[H]4.[H]2.[H]%18.[H]%19.[H]%17.[H]%11.[H]%22.[H]%21.[H]%20,70685891,"InChI=1S/C27H27N5O2S/c1-17-31-24(25(35-17)19-7-3-2-4-8-19)27(34)32-16-20(28)12-13-21(32)15-30-26(33)22-11-5-9-18-10-6-14-29-23(18)22/h2-11,14,20-21H,12-13,15-16,28H2,1H3,(H,30,33)/t20?,21-/m0/s1",CMEYWYAGTUKFKO-LBAQZLPGSA-N,,7.0,0
S1C2=C3N=C1C14[H].[F]C56C78C9%10C%11%12N%13C5%14[H].O=C3%13.O=C3N5C%11%13[H].O%11C=%15C%16=C3C3=C%17C=%15[H].C2%15=C2C%18=C%19C%20=C%15[H].C%16%15=C%11[H].[H]%12.[H]9.[H]%10.[H]7.[H]8.[H]6.[H]%14.[H]%13.[H]5.[H]3.[H]1.[H]4.[H]2.[H]%15.[H]%17.[H]%18.[H]%20.[H]%19,70685890,"InChI=1S/C26H24FN3O3S/c1-16-29-23(24(34-16)17-6-3-2-4-7-17)26(32)30-15-18(27)10-11-19(30)14-28-25(31)21-8-5-9-22-20(21)12-13-33-22/h2-9,12-13,18-19H,10-11,14-15H2,1H3,(H,28,31)/t18?,19-/m0/s1",MOXXGRCLAOBXLS-GGYWPGCISA-N,,1.0,0
S1C2=C3N=C1C14[H].O=C3N3C56C78C9%10C%11%12C3%13[H].O3C=%14N%15C5%16[H].N=%14C=5C3=C3C%14=C%17C=5[H].C75%18[H].C27=C2C%19=C%20C%21=C7[H].[H]8.[H]6.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%16.[H]5.[H]%18.[H]%15.[H]1.[H]4.[H]2.[H]3.[H]%14.[H]%17.[H]%19.[H]%21.[H]%20,70685888,"InChI=1S/C25H26N4O2S/c1-16-9-8-14-29(20(16)15-26-25-28-19-12-6-7-13-21(19)31-25)24(30)22-23(32-17(2)27-22)18-10-4-3-5-11-18/h3-7,10-13,16,20H,8-9,14-15H2,1-2H3,(H,26,28)/t16-,20-/m1/s1",DOCDYUJINMSGRS-OXQOHEQNSA-N,,1.0,0
S1C2=C3N=C1C14[H].O=C3N3C56C78C9%10C%11%12C3%13[H].O=C3N%14C5%15[H].O5C=%16C%17=C3C3=C%18C=%16[H].C7%16%19[H].C27=C2C%20=C%21C%22=C7[H].C%177=C5C5%17[H].[H]8.[H]6.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%15.[H]%16.[H]%19.[H]%14.[H]3.[H]7.[H]1.[H]4.[H]%18.[H]2.[H]%20.[H]%22.[H]5.[H]%17.[H]%21,70685886,"InChI=1S/C28H29N3O3S/c1-17-9-8-14-31(28(33)25-26(35-19(3)30-25)20-10-5-4-6-11-20)23(17)16-29-27(32)21-12-7-13-24-22(21)15-18(2)34-24/h4-7,10-13,15,17,23H,8-9,14,16H2,1-3H3,(H,29,32)/t17-,23-/m1/s1",VLBRCICIJFGSAX-UZUQRXQVSA-N,,1.0,0
S1C2=C3N=C1C14[H].[F]C5=C6C7=C2C2=C5[H].O=C3N3C58C9%10C%11%12C%13%14C3%15[H].O=C3N%16C5%17[H].N=5C=%18C3=C3C%19=C%20C=%18C%18=C%21C=5[H].[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14.[H]%15.[H]%17.[H]%16.[H]3.[H]1.[H]4.[H]7.[H]2.[H]%19.[H]%20.[H]%18.[H]6.[H]%21,70683739,"InChI=1S/C27H25FN4O2S/c1-17-31-24(25(35-17)19-10-12-20(28)13-11-19)27(34)32-15-3-2-8-21(32)16-30-26(33)22-9-4-6-18-7-5-14-29-23(18)22/h4-7,9-14,21H,2-3,8,15-16H2,1H3,(H,30,33)",GDIVCKLSNKXINP-UHFFFAOYSA-N,,1.0,0
S1C2=C3N=C1C14[H].[F]C56[F].[F]5.[F]C5=C7C8=C2C2=C5[H].O=C3N3C59C%10%11C%12%13C%14%15C3%16C3%17[H].N%18%19C5%20[H].N5=C%18C%18=C%21C6=C5[H].[H]9.[H]%16.[H]%10.[H]%11.[H]%14.[H]%15.[H]%12.[H]%13.[H]%20.[H]3.[H]%17.[H]%19.[H]%18.[H]%21.[H]1.[H]4.[H]8.[H]2.[H]7,70681620,"InChI=1S/C24H24F4N4OS/c1-14-4-3-5-19(13-30-20-11-8-17(12-29-20)24(26,27)28)32(14)23(33)21-22(34-15(2)31-21)16-6-9-18(25)10-7-16/h6-12,14,19H,3-5,13H2,1-2H3,(H,29,30)/t14-,19-/m0/s1",SBWIUDUFVJTASW-LIRRHRJNSA-N,,1.0,0
S1C2=C3N=C1C14[H].[F]C5=C6C7=C2C2=C5[H].O=C3N3C58C9%10C%11%12C%13%14C3%15[H].O=C3N%16C5%17[H].O5C=%18C%19=C3C3=C%20C=%18[H].C%19%18=C5[H].[H]8.[H]9.[H]%10.[H]%11.[H]%12.[H]%13.[H]%14.[H]%15.[H]%17.[H]%16.[H]3.[H]1.[H]4.[H]7.[H]2.[H]%18.[H]%20.[H]6,70681618,"InChI=1S/C26H24FN3O3S/c1-16-29-23(24(34-16)17-8-10-18(27)11-9-17)26(32)30-13-3-2-5-19(30)15-28-25(31)21-6-4-7-22-20(21)12-14-33-22/h4,6-12,14,19H,2-3,5,13,15H2,1H3,(H,28,31)",ZJXIUGNEAIHSBI-UHFFFAOYSA-N,,1.0,0
