Molecule,PUBCHEM_COMPOUND_CID,PUBCHEM_IUPAC_INCHI,PUBCHEM_IUPAC_INCHIKEY,Unnamed: 4,Half-Life in MLM minutes,Binary Classification
S=123=O.S=456=O.O=C7N8C=9N=C%10C%11=C%12C=9C9%13C7%14N2C27C%15=C%16C%17=C5C5=C%15[H].O=1.O=4.N14C=%15C8%18[H].N=8C3=C3C%19=C%20C=8[H].N=8C=%15[H].N#C%11.C1=8[H].C418[H].C64%11[H].[H]%14.[H]9.[H]%13.[H]2.[H]7.[H]%18.[H]%12.[H]%10.[H]%16.[H]3.[H]%17.[H]5.[H]1.[H]8.[H]%19.[H]%20.[H]4.[H]%11,44455436,"InChI=1S/C27H25N7O5S2/c1-32-18-29-15-22(32)17-33-26-21(11-20(13-28)14-31-26)12-24(27(33)35)34(41(38,39)25-5-3-4-10-30-25)16-19-6-8-23(9-7-19)40(2,36)37/h3-11,14-15,18,24H,12,16-17H2,1-2H3",JPWDMLSQPSAMPY-UHFFFAOYSA-N,,15.0,0
S=123=O.O=1.O=C1N4C=5N=C6C7=C8C=5C59C1%10N2C12C%11%12C%13%14C%15%16N%17C%18%19C%11%20[H].O%11C%17=O.N=%17C3=C3N%21C=%17[H].N%17%22C=%23C4%24[H].N=4C=%23[H].N#C7.C%217%23[H].C%11%21%25[H].C%17=4[H].C%224%11[H].[H]%12.[H]1.[H]2.[H]%13.[H]%14.[H]%20.[H]%10.[H]%15.[H]%16.[H]%18.[H]%19.[H]5.[H]9.[H]%24.[H]8.[H]3.[H]6.[H]7.[H]%23.[H]%21.[H]%25.[H]4.[H]%11,44455435,"InChI=1S/C26H31N9O5S/c1-31-15-23(30-17-31)41(38,39)35(13-18-4-6-33(7-5-18)26(37)40-3)22-9-20-8-19(10-27)11-29-24(20)34(25(22)36)14-21-12-28-16-32(21)2/h8,11-12,15-18,22H,4-7,9,13-14H2,1-3H3",QQARMOBRQKNJSJ-UHFFFAOYSA-N,,120.0,1
S=123=O.O=1.O1C4=O.N25C26C78N9C%10=C%11C2%12[H].N42C4%13C%14%15C%16%17C5%18[H].N=5C3=C3N%19C=5[H].N5%20C=%21C9%22[H].N=9C=%21[H].N#CC%21=C%11[H].C%16%11%23C2%16[H].C%102=C%21[H].C5=9[H].C%2059[H].C%19%10%20[H].C1%19%21[H].[H]%17.[H]6.[H]%18.[H]%11.[H]%23.[H]%14.[H]%15.[H]7.[H]8.[H]%12.[H]%16.[H]4.[H]%13.[H]%22.[H]2.[H]3.[H]5.[H]9.[H]%10.[H]%20.[H]%19.[H]%21,17759162,"InChI=1S/C27H34N8O4S/c1-31-17-26(30-19-31)40(37,38)35(14-20-6-8-33(9-7-20)27(36)39-3)23-11-22-10-21(12-28)4-5-25(22)34(15-23)16-24-13-29-18-32(24)2/h4-5,10,13,17-20,23H,6-9,11,14-16H2,1-3H3",RNJWSXZSDUKQDX-UHFFFAOYSA-N,,5.4,0
S=123=O.S=456=O.O=1.O=4.N21C24C78N9C%10=C%11C2%12[H].N2%13C=%14C9%15[H].N=9C3=C3N%16C=9[H].N=9C=%14[H].N#CC%14=C%11[H].C1%11%17C1=C%18C%19=C5C5=C1[H].C%101=C%14[H].C2=9[H].C%1329[H].C%16%10%13[H].C6%14%16[H].[H]4.[H]7.[H]8.[H]%12.[H]%11.[H]%17.[H]%15.[H]1.[H]%18.[H]3.[H]%19.[H]5.[H]2.[H]9.[H]%10.[H]%13.[H]%14.[H]%16,17758329,"InChI=1S/C27H29N7O4S2/c1-31-17-27(30-19-31)40(37,38)34(14-20-4-7-25(8-5-20)39(3,35)36)23-11-22-10-21(12-28)6-9-26(22)33(15-23)16-24-13-29-18-32(24)2/h4-10,13,17-19,23H,11,14-16H2,1-3H3",JKMIFGONFKIMFE-UHFFFAOYSA-N,,15.6,0
S=123=O.O=1.O1C4=O.N25C26C78N9C%10=C%11C2%12[H].N42C4%13C%14%15C%16%17C5%18[H].N5%19C=%20C9%21[H].N=9C3=C3C%22=C%23C=9[H].N=9C=%20[H].N#CC%20=C%11[H].C%16%11%24C2%16[H].C%102=C%20[H].C5=9[H].C%1959[H].C1%10%19[H].[H]%17.[H]6.[H]%18.[H]%11.[H]%24.[H]%14.[H]%15.[H]7.[H]8.[H]%12.[H]%16.[H]4.[H]%13.[H]%21.[H]2.[H]3.[H]%22.[H]5.[H]9.[H]%23.[H]%10.[H]%19,17758320,"InChI=1S/C28H33N7O4S/c1-32-20-30-16-25(32)19-34-18-24(14-23-13-22(15-29)6-7-26(23)34)35(40(37,38)27-5-3-4-10-31-27)17-21-8-11-33(12-9-21)28(36)39-2/h3-7,10,13,16,20-21,24H,8-9,11-12,14,17-19H2,1-2H3",BRIVIXLMMUIBJY-UHFFFAOYSA-N,,3.8,0
[Cl]C1=C2C3=C4C5=O.O6C78C9%10C%11%12O[H].O%13C%14=C6C%10=C6C%10%15C%11%16N%11C%17%18C9%19[H].N59C75C7%20C%12%21[H].C%11%12%22C%11%23C%24%25C%11%26[H].C6%11=C%14[H].C46=C1[H].[H]%16.[H]8.[H]%19.[H]%21.[H]5.[H]%10.[H]%15.[H]%17.[H]%18.[H]7.[H]%20.[H]%12.[H]%22.[H]%23.[H]%24.[H]%25.[H]%26.[H]9.[H]%11.[H]%13.[H]3.[H]6.[H]2,24824635,"InChI=1S/C27H29ClN2O4/c28-18-6-3-16(4-7-18)25(32)29-19-9-10-27(33)21-13-17-5-8-20(31)23-22(17)26(27,24(19)34-23)11-12-30(21)14-15-1-2-15/h3-8,15,19,21,24,31,33H,1-2,9-14H2,(H,29,32)/t19-,21-,24+,26+,27-/m1/s1",TXKIESIEWNDVGJ-XGTKUTNFSA-N,,255.0,1
O1C23C45C67O[H].O8C9=C1C5=C1C5%10C6%11N6C%12%13C4%14[H].O=C4N%15C2%16C2%17C7%18[H].O7C=%19C%20=C4C4=C%21C=%19[H].C6%19%22C6%23C%24%25C6%26[H].C16=C9[H].C719[H].[H]%11.[H]3.[H]%14.[H]%18.[H]%16.[H]5.[H]%10.[H]%12.[H]%13.[H]2.[H]%17.[H]%19.[H]%22.[H]%23.[H]%24.[H]%25.[H]%26.[H]%15.[H]6.[H]8.[H]%20.[H]4.[H]%21.[H]1.[H]9,24822631,"InChI=1S/C28H32N2O5/c1-34-19-4-2-3-18(13-19)26(32)29-20-9-10-28(33)22-14-17-7-8-21(31)24-23(17)27(28,25(20)35-24)11-12-30(22)15-16-5-6-16/h2-4,7-8,13,16,20,22,25,31,33H,5-6,9-12,14-15H2,1H3,(H,29,32)/t20-,22+,25-,27-,28+/m0/s1",MCVSUAXKBBAXPV-QLDGPFJWSA-N,,49.0,0
O1C23C45C67O[H].O8C9=C1C5=C1C5%10C6%11N6C%12%13C4%14[H].C74%15C7%16C2=C2[H].C6%17%18C6%19C%20%21C6%22[H].C16=C9[H].[H]%11.[H]3.[H]%14.[H]4.[H]%15.[H]5.[H]%10.[H]%12.[H]%13.[H]%17.[H]%18.[H]7.[H]%16.[H]%19.[H]%20.[H]%21.[H]%22.[H]6.[H]2.[H]8,5284594,"InChI=1S/C21H25NO3/c1-12-6-7-21(24)16-10-14-4-5-15(23)18-17(14)20(21,19(12)25-18)8-9-22(16)11-13-2-3-13/h4-5,13,16,19,23-24H,1-3,6-11H2/t16-,19+,20+,21-/m1/s1",WJBLNOPPDWQMCH-MBPVOVBZSA-N,,20.0,0
O1C23C45C67C89C%10%11C%12%13C%14%15C%16%17C8%18OC8=O.O%19OC%20%21OOC%19%22C%14%19[H].O=C1C1%14[H].N%23%24C%25%26C%27%28C%29%30C%31%32C4%33C4%34C6%35[H].N6%36C%37%38C%23%39[H].C2%10%23[H].C%122%10C%22%12[H].C5%22%40[H].C%135%41[H].C%31%13%42[H].C8%31%43[H].C%208%44C%20%45C%46%47C%48%49C%21%50[H].C6%21%51[H].C%366%52[H].[H]7.[H]9.[H]%11.[H]%33.[H]3.[H]%15.[H]%23.[H]%18.[H]%35.[H]4.[H]%34.[H]%16.[H]%17.[H]2.[H]%10.[H]%22.[H]%40.[H]%19.[H]%32.[H]5.[H]%41.[H]%12.[H]%29.[H]%30.[H]%13.[H]%42.[H]%27.[H]%28.[H]%25.[H]%26.[H]1.[H]%14.[H]%31.[H]%43.[H]8.[H]%44.[H]%50.[H]%48.[H]%49.[H]%20.[H]%45.[H]%24.[H]%46.[H]%47.[H]%39.[H]%37.[H]%38.[H]6.[H]%21.[H]%52.[H]%51,24828735,"InChI=1S/C38H64N2O8/c1-25(12-11-19-39-20-21-40(6)7)29-13-14-30-34-31(23-33(36(29,30)5)44-27(3)42)35(4)17-18-38(24-28(35)22-32(34)43-26(2)41)47-45-37(46-48-38)15-9-8-10-16-37/h25,28-34,39H,8-24H2,1-7H3/t25-,28-,29-,30+,31+,32-,33+,34+,35+,36-/m1/s1",LQWLGECKWNMUSC-QAUYXBRCSA-N,,60.0,1
O1C23C45C67C89C%10%11C%12%13C%14%15C%16%17C8%18OC8=O.O%19OC%20%21OOC%19%22C%14%19[H].O=C1C1%14[H].N%23%24C%25%26C%27%28C%29%30C%31%32C4%33C4%34C6%35[H].C2%106[H].C%122%10C%22%12[H].C5%22%36[H].C%135%37[H].C%31%13%38[H].C8%31%39[H].C%208%40C%20%41C%42%43C%44%45C%21%46[H].C%23%21%47C%23%48C%49%50[H].[H]7.[H]9.[H]%11.[H]%33.[H]3.[H]%15.[H]6.[H]%18.[H]%35.[H]4.[H]%34.[H]%16.[H]%17.[H]2.[H]%10.[H]%22.[H]%36.[H]%19.[H]%32.[H]5.[H]%37.[H]%12.[H]%29.[H]%30.[H]%13.[H]%38.[H]%27.[H]%28.[H]%25.[H]%26.[H]1.[H]%14.[H]%31.[H]%39.[H]8.[H]%40.[H]%46.[H]%44.[H]%45.[H]%20.[H]%41.[H]%24.[H]%42.[H]%43.[H]%21.[H]%47.[H]%23.[H]%48.[H]%49.[H]%50,24828732,"InChI=1S/C37H61NO8/c1-7-19-38-20-11-12-24(2)28-13-14-29-33-30(22-32(35(28,29)6)42-26(4)40)34(5)17-18-37(23-27(34)21-31(33)41-25(3)39)45-43-36(44-46-37)15-9-8-10-16-36/h24,27-33,38H,7-23H2,1-6H3/t24-,27-,28-,29+,30+,31-,32+,33+,34+,35-/m1/s1",GJJCSCGFBPISGV-BDXZXWPNSA-N,,60.0,1
O1OC23OOC14C15C67C89C%10%11C4%12[H].N4%13C8%14[H].C28%15C2%16C%17%18C%19%20C3%21[H].C43%22C4%23[H].C3%24%25[H].[H]9.[H]1.[H]5.[H]%12.[H]%10.[H]%11.[H]6.[H]7.[H]%14.[H]8.[H]%15.[H]%21.[H]%19.[H]%20.[H]2.[H]%16.[H]%17.[H]%18.[H]%13.[H]%22.[H]4.[H]%23.[H]%24.[H]%25,24828589,"InChI=1S/C16H29NO4/c1-13(2)17-12-14-6-10-16(11-7-14)20-18-15(19-21-16)8-4-3-5-9-15/h13-14,17H,3-12H2,1-2H3",RKAOAMPTWKJEON-UHFFFAOYSA-N,,9.9,0
O1OC23OOC14C15C67C89C%10%11C4%12[H].O=C8N4C8%13C%14%15N%16C%17%18[H].C2%19%20C2%21C%22%23C%24%25C3%26[H].C%163%27[H].[H]1.[H]5.[H]%12.[H]9.[H]6.[H]%10.[H]%11.[H]7.[H]%19.[H]%20.[H]%26.[H]%24.[H]%25.[H]2.[H]%21.[H]%22.[H]%23.[H]4.[H]8.[H]%13.[H]%14.[H]%15.[H]%17.[H]%18.[H]3.[H]%27,24828587,"InChI=1S/C17H30N2O5/c1-19(2)13-12-18-15(20)14-6-10-17(11-7-14)23-21-16(22-24-17)8-4-3-5-9-16/h14H,3-13H2,1-2H3,(H,18,20)",OPIHKFVQPXUBER-UHFFFAOYSA-N,,60.0,1
O1OC23OOC14C15C67C89C%10%11C4%12[H].N4%13C8%14[H].C28%15C2%16C%17%18C%19%20C3%21[H].C43%22C4=C%23C%24=C%25C%26=C4[H].[H]9.[H]1.[H]5.[H]%12.[H]6.[H]7.[H]%10.[H]%11.[H]8.[H]%15.[H]%21.[H]%14.[H]2.[H]%16.[H]%19.[H]%20.[H]%17.[H]%18.[H]%13.[H]3.[H]%22.[H]%23.[H]%24.[H]%26.[H]%25,24828585,"InChI=1S/C20H29NO4/c1-3-7-17(8-4-1)15-21-16-18-9-13-20(14-10-18)24-22-19(23-25-20)11-5-2-6-12-19/h1,3-4,7-8,18,21H,2,5-6,9-16H2",HGFBTZPSCWWRLU-UHFFFAOYSA-N,,3.5,0
O1OC23OOC14C15C67C89C%10%11C4%12[H].N4%13C8%14[H].C48%15C4%16C%17%18C%19%20C%21%22C8%23[H].C28%24C2%25C%26%27C%28%29C3%30[H].[H]9.[H]6.[H]7.[H]%10.[H]%11.[H]%12.[H]1.[H]5.[H]%14.[H]%15.[H]%13.[H]8.[H]%24.[H]%30.[H]%23.[H]4.[H]%16.[H]2.[H]%25.[H]%28.[H]%29.[H]%21.[H]%22.[H]%17.[H]%18.[H]%26.[H]%27.[H]%19.[H]%20,24828453,"InChI=1S/C19H33NO4/c1-3-7-17(8-4-1)20-15-16-9-13-19(14-10-16)23-21-18(22-24-19)11-5-2-6-12-18/h16-17,20H,1-15H2",XONNXGKONJYEPT-UHFFFAOYSA-N,,43.9,0
[Cl]C=1C=2C34N5C6=O.[F]C=2C2=C7C=1[H].N18C6=C6C9=C1C#N.C81%10[H].[H]3.[H]4.[H]5.[H]6.[H]9.[H]1.[H]%10.[H]2.[H]7,25189765,"InChI=1S/C14H11ClFN3O/c1-19-9(7-17)5-6-13(19)14(20)18-8-10-11(15)3-2-4-12(10)16/h2-6H,8H2,1H3,(H,18,20)",JKCQLWIVXXRKFI-UHFFFAOYSA-N,,42.3,0
[Cl]C=1C=2C34N5C6=O.[F]C=2C2=C7C=1[H].N18C6=C6C9=C1[H].C81%10[H].[H]3.[H]4.[H]5.[H]6.[H]9.[H]1.[H]%10.[H]2.[H]7,25189693,"InChI=1S/C13H12ClFN2O/c1-17-7-3-6-12(17)13(18)16-8-9-10(14)4-2-5-11(9)15/h2-7H,8H2,1H3,(H,16,18)",RLUOCUVCNYFENV-UHFFFAOYSA-N,,17.2,0
[Cl]C=1N2C=3C4=O.[Cl]C=5C=6C78N4[H].[F]C=6C4=C6C=5[H].C=35C=1[H].C213[H].[H]7.[H]8.[H]5.[H]1.[H]3.[H]4.[H]6,25189626,"InChI=1S/C13H11Cl2FN2O/c1-18-11(5-6-12(18)15)13(19)17-7-8-9(14)3-2-4-10(8)16/h2-6H,7H2,1H3,(H,17,19)",GQBZMANWGPOVNV-UHFFFAOYSA-N,,15.4,0
[Cl]C=1C=2C34N5C6=O.[F]C=2C2=C7C=1[H].N18C6=C6C9=C1C#N.C31%10[H].C83%11[H].[H]4.[H]5.[H]1.[H]%10.[H]6.[H]9.[H]3.[H]%11.[H]2.[H]7,24857830,"InChI=1S/C15H13ClFN3O/c1-9(14-11(16)4-3-5-12(14)17)19-15(21)13-7-6-10(8-18)20(13)2/h3-7,9H,1-2H3,(H,19,21)/t9-/m0/s1",OVRPUVGBRNDNAS-VIFPVBQESA-N,,236.0,1
[Cl]C=1C=2C34N5C6=O.S7N=NC=8C9%10C%11%12C9%13[H].[F]C=2C2=C9C=1[H].C67=8.C316[H].[H]%10.[H]%13.[H]%11.[H]%12.[H]4.[H]5.[H]1.[H]6.[H]2.[H]9,24755357,"InChI=1S/C14H13ClFN3OS/c1-7(11-9(15)3-2-4-10(11)16)17-14(20)13-12(8-5-6-8)18-19-21-13/h2-4,7-8H,5-6H2,1H3,(H,17,20)/t7-/m0/s1",UUANXBZPALQPRT-ZETCQYMHSA-N,,32.5,0
[Cl]C=1C=2C34N5C6=O.[F]C=2C2=C7C=1[H].C6=1C6=C8C9=C%10C=1[H].C61%11[H].[H]3.[H]4.[H]5.[H]8.[H]1.[H]%11.[H]%10.[H]9.[H]2.[H]7,9878731,"InChI=1S/C15H13ClFNO/c1-10-5-2-3-6-11(10)15(19)18-9-12-13(16)7-4-8-14(12)17/h2-8H,9H2,1H3,(H,18,19)",CXBWWDRSQZHWMY-UHFFFAOYSA-N,,194.0,1
[Cl]C=1C=2N3C45C67C89N%10C%11=O.[Cl]C%12=C%13C%14=C%15C%16=O.O%17C=%18C%11=C%11C%19=C%20C=%18[H].N%18%21C=2C2=C%22C=1[H].N1=C3%18.C%16%213[H].C%10%16%18[H].C%15%10=C%12[H].C%17%12%15[H].[H]4.[H]5.[H]6.[H]7.[H]8.[H]9.[H]3.[H]2.[H]%22.[H]1.[H]%16.[H]%18.[H]%14.[H]%10.[H]%11.[H]%13.[H]%19.[H]%20.[H]%12.[H]%15,44453640,"InChI=1S/C27H26Cl2N4O3/c1-31(26(35)20-7-3-4-10-24(20)36-2)15-6-16-32-25-21(29)8-5-9-22(25)33(27(32)30)17-23(34)18-11-13-19(28)14-12-18/h3-5,7-14,30H,6,15-17H2,1-2H3",QLAFVIBLIVMHSP-UHFFFAOYSA-N,,5.4,0
[Cl]C=1C=2N3C45C67C89N%10C%11=O.[Cl]C%12=C%13C%14=C%15C%16=O.N%17%18C=2C2=C%19C=1[H].N1=C3%17.N=3C=%17C%11=C%11C%20=C%21C=%17C%17=C%22C=3[H].C%16%183[H].C%10%16%18[H].C%15%10=C%12[H].[H]4.[H]5.[H]6.[H]7.[H]8.[H]9.[H]3.[H]2.[H]%19.[H]1.[H]%16.[H]%18.[H]%11.[H]%14.[H]%10.[H]%20.[H]%21.[H]%17.[H]%13.[H]%22,44453585,"InChI=1S/C29H25Cl2N5O2/c1-34(28(38)22-8-2-6-20-7-4-15-33-26(20)22)16-5-17-35-27-23(31)9-3-10-24(27)36(29(35)32)18-25(37)19-11-13-21(30)14-12-19/h2-4,6-15,32H,5,16-18H2,1H3",XYQSDKPJILDTCY-UHFFFAOYSA-N,,15.0,0
[Cl]C=1C=2N3C45C67C89N%10C%11%12C%13%14C8%15[H].[Cl]C8=C%16C%17=C%18C%19=O.O=C%10C=%10C=%20N=C%21C%22=C%23C=%20C%20=C%24C=%10[H].N%10%25C3=N[H].C=2%10C2=C3C=1[H].C%19%251[H].C%18%10=C8[H].[H]9.[H]%15.[H]%13.[H]%14.[H]6.[H]7.[H]%11.[H]%12.[H]4.[H]5.[H]1.[H]2.[H]3.[H]%24.[H]%20.[H]%23.[H]%21.[H]%22.[H]%17.[H]%10.[H]%16,44453470,"InChI=1S/C31H27Cl2N5O2/c32-22-13-11-20(12-14-22)27(39)19-38-26-10-2-9-25(33)29(26)37(31(38)34)18-15-23-7-4-17-36(23)30(40)24-8-1-5-21-6-3-16-35-28(21)24/h1-3,5-6,8-14,16,23,34H,4,7,15,17-19H2/t23-/m0/s1",TZNOJOJNCZRYKT-QHCPKHFHSA-N,,7.5,0
[Cl]C=1C=2N3C45C67C89N%10C%11=O.[Cl]C%12=C%13C%14=C%15C%16=O.N%17%18C=2C2=C%19C=1[H].N1=C3%17.C%16%183[H].C%10%16%17[H].C%11%10=C%11C=%18C=%20C%21=C%10[H].C%15%10=C%12[H].C=%18%12C%15=C%18C=%20[H].[H]4.[H]5.[H]6.[H]7.[H]8.[H]9.[H]3.[H]2.[H]%19.[H]1.[H]%16.[H]%17.[H]%11.[H]%21.[H]%14.[H]%10.[H]%12.[H]%13.[H]%15.[H]%18,44453168,"InChI=1S/C30H26Cl2N4O2/c1-34(29(38)23-11-10-20-6-2-3-7-22(20)18-23)16-5-17-35-28-25(32)8-4-9-26(28)36(30(35)33)19-27(37)21-12-14-24(31)15-13-21/h2-4,6-15,18,33H,5,16-17,19H2,1H3",JHKADHPONGIEOY-UHFFFAOYSA-N,,9.5,0
[Cl]C1=C2N3C45C67N8S=9%10=O.[Cl]C=%11C%12=C%10C%10=C%13C=%11[Cl].O=9.N2=C2C9=C1[H].C81%11C38[H].C13%14[H].C41%15[H].[H]%11.[H]5.[H]6.[H]7.[H]8.[H]3.[H]%14.[H]1.[H]%15.[H]%12.[H]%10.[H]2.[H]%13.[H]9,44568372,"InChI=1S/C17H18Cl3N3O2S/c1-11-10-23(26(24,25)13-5-6-14(18)16(20)8-13)12(2)9-22(11)17-15(19)4-3-7-21-17/h3-8,11-12H,9-10H2,1-2H3/t11-,12+/m0/s1",TXSIPQBRINKQKK-NWDGAFQWSA-N,,3.0,0
[Cl]C=1C2=C3S=45=O.[Cl]C=1C1=C3[H].[F]C36[F].[F]3.O=4.N53C45C78N9C%10%11C3%12[H].C43%13[H].C9=4C6=C6C9=C%14C=4[H].[H]5.[H]7.[H]8.[H]%12.[H]%10.[H]%11.[H]3.[H]%13.[H]2.[H]6.[H]%14.[H]9.[H]1,24906061,"InChI=1S/C18H17Cl2F3N2O2S/c1-12-11-24(17-5-3-2-4-14(17)18(21,22)23)8-9-25(12)28(26,27)13-6-7-15(19)16(20)10-13/h2-7,10,12H,8-9,11H2,1H3/t12-/m1/s1",JEEXNJWEDOIWGR-GFCCVEGCSA-N,,5.0,0
[Cl]C=1C2=C3S=45=O.[Cl]C=1C1=C3[H].[F]C36[F].[F]3.[F]C3=C7C6=C6N8C9%10C%11%12N5C5%13C8%14[H].O=4.C64=C3[H].[H]%11.[H]%12.[H]5.[H]%13.[H]9.[H]%10.[H]%14.[H]4.[H]7.[H]2.[H]1,24906060,"InChI=1S/C17H14Cl2F4N2O2S/c18-14-3-2-12(10-15(14)19)28(26,27)25-7-5-24(6-8-25)16-4-1-11(20)9-13(16)17(21,22)23/h1-4,9-10H,5-8H2",SKIMIJDRZJUATF-UHFFFAOYSA-N,,12.0,0
[Cl]C=1C2=C3S=45=O.[Cl]C=1C1=C3[H].[F]C36[F].[F]3.O=4.N53C45C78N9C%10%11C3%12[H].C9=3C6=C6C9=C%13C=3[H].[H]4.[H]5.[H]%12.[H]7.[H]8.[H]%10.[H]%11.[H]6.[H]2.[H]%13.[H]9.[H]1,24906059,"InChI=1S/C17H15Cl2F3N2O2S/c18-14-6-5-12(11-15(14)19)27(25,26)24-9-7-23(8-10-24)16-4-2-1-3-13(16)17(20,21)22/h1-6,11H,7-10H2",NOCUMXWDXPREBX-UHFFFAOYSA-N,,4.0,0
[Cl]C=1C2=C3S=45=O.[Cl]C=1C1=C3[H].[F]C36[F].[F]3.O=4.O=C3N4C78C9%10N5C35[H].N=3C4=C6C4=C6C=3[H].[H]9.[H]%10.[H]7.[H]8.[H]5.[H]2.[H]4.[H]1.[H]6,24906058,"InChI=1S/C16H12Cl2F3N3O3S/c17-12-4-3-10(8-13(12)18)28(26,27)23-6-7-24(14(25)9-23)15-11(16(19,20)21)2-1-5-22-15/h1-5,8H,6-7,9H2",YFGFYDWUHHUDEH-UHFFFAOYSA-N,,30.0,0
[Cl]C=1C2=C3S=45=O.[Cl]C=1C1=C3[H].[F]C36[F].[F]3.O=C3N5C57C89N%10C3%11[H].O=4.N=3C%10=C6C4=C6C=3[H].[H]5.[H]7.[H]8.[H]9.[H]%11.[H]2.[H]4.[H]6.[H]1,24906057,"InChI=1S/C16H12Cl2F3N3O3S/c17-12-4-3-10(8-13(12)18)28(26,27)24-7-6-23(9-14(24)25)15-11(16(19,20)21)2-1-5-22-15/h1-5,8H,6-7,9H2",BPMGMDWYDUIDCS-UHFFFAOYSA-N,,2.0,0
[Cl]C1=C2N3C45C67N8S=9%10=O.[Cl]C=%11C%12=C%10C%10=C%13C=%11[Cl].O=9.N2=C2C9=C1[H].C81%11C38[H].C13%14[H].C61%15[H].[H]%11.[H]7.[H]8.[H]4.[H]5.[H]1.[H]%15.[H]3.[H]%14.[H]%12.[H]%10.[H]%13.[H]2.[H]9,24906056,"InChI=1S/C17H18Cl3N3O2S/c1-11-9-22(17-15(19)4-3-7-21-17)10-12(2)23(11)26(24,25)13-5-6-14(18)16(20)8-13/h3-8,11-12H,9-10H2,1-2H3/t11-,12+",HDQIGQYDYRUPRO-TXEJJXNPSA-N,,6.0,0
[Cl]C=1C2=C3S=45=O.[Cl]C=1C1=C3[H].[F]C36[F].[F]3.O=4.N53C45C78N9C%10%11C3%12[H].N=3C9=C6C6=C9C=3[H].[H]4.[H]5.[H]%12.[H]7.[H]8.[H]%10.[H]%11.[H]2.[H]6.[H]9.[H]1,2741412,"InChI=1S/C16H14Cl2F3N3O2S/c17-13-4-3-11(10-14(13)18)27(25,26)24-8-6-23(7-9-24)15-12(16(19,20)21)2-1-5-22-15/h1-5,10H,6-9H2",OUKOZYKSIXPDSS-UHFFFAOYSA-N,,5.0,0
S=123=O.S4C=5N6C7=O.[F]C4=C4N=5.O5C89C%10%11C%12%13C%14%15C7%16C7=C%17C%18=C3C3=C7[H].O=1.C217C2%19C%20%21C%22%23C1%24[H].C%121%25C5%12[H].[H]7.[H]2.[H]%19.[H]%24.[H]%20.[H]%21.[H]%22.[H]%23.[H]%13.[H]%14.[H]%15.[H]%16.[H]1.[H]%25.[H]%10.[H]%11.[H]%12.[H]8.[H]9.[H]%18.[H]3.[H]%17.[H]6.[H]4,24906120,"InChI=1S/C22H27FN2O4S2/c23-20-14-24-22(30-20)25-21(26)19(13-15-9-11-29-12-10-15)16-5-7-18(8-6-16)31(27,28)17-3-1-2-4-17/h5-8,14-15,17,19H,1-4,9-13H2,(H,24,25,26)/t19-/m1/s1",NQXNVQDFPSSMKO-LJQANCHMSA-N,,16.0,0
S=123=O.S4C=5N6C7=O.O=1.O1C89C%10%11C%12%13C%14%15C7%16C7=C%17C%18=C3C3=C7[H].N=5C5=C4[H].C247C2%19C4%20[H].C%124%21C1%12[H].[H]7.[H]2.[H]%19.[H]%20.[H]%13.[H]%14.[H]%15.[H]%16.[H]%10.[H]%11.[H]4.[H]%21.[H]8.[H]9.[H]%12.[H]%18.[H]3.[H]%17.[H]6.[H]5,24906119,"InChI=1S/C20H24N2O4S2/c23-19(22-20-21-9-12-27-20)18(13-14-7-10-26-11-8-14)15-1-3-16(4-2-15)28(24,25)17-5-6-17/h1-4,9,12,14,17-18H,5-8,10-11,13H2,(H,21,22,23)/t18-/m1/s1",DOTNXOZFPLAGNY-GOSISDBHSA-N,,144.0,1
S=123=O.S4C=5N6C7=O.[F]C4=C4N=5.O5C89C%10%11C%12%13C%14%15C7%16C7=C%17C%18=C2C2=C7[H].O=1.C%1217C5%12[H].C35%19[H].[H]%13.[H]%14.[H]%15.[H]1.[H]7.[H]%10.[H]%11.[H]%16.[H]%12.[H]8.[H]9.[H]%17.[H]6.[H]%18.[H]2.[H]5.[H]%19.[H]4,24906118,"InChI=1S/C18H21FN2O4S2/c1-27(23,24)14-4-2-13(3-5-14)15(10-12-6-8-25-9-7-12)17(22)21-18-20-11-16(19)26-18/h2-5,11-12,15H,6-10H2,1H3,(H,20,21,22)/t15-/m1/s1",IERGAZGAANLJJZ-OAHLLOKOSA-N,,125.0,1
S=123=O.S4C=5N6C7=O.[F]C4=C4N=5.O5C89C%10%11C%12%13C%14%15C7%16C7=C%17C%18=C3C3=C7[H].O=1.C217C2%19C%20%21C1%22[H].C%121%23C5%12[H].[H]7.[H]2.[H]%19.[H]%22.[H]%20.[H]%21.[H]%13.[H]%14.[H]%15.[H]%16.[H]1.[H]%23.[H]%10.[H]%11.[H]%12.[H]8.[H]9.[H]%18.[H]3.[H]%17.[H]6.[H]4,24906076,"InChI=1S/C21H25FN2O4S2/c22-19-13-23-21(29-19)24-20(25)18(12-14-8-10-28-11-9-14)15-4-6-17(7-5-15)30(26,27)16-2-1-3-16/h4-7,13-14,16,18H,1-3,8-12H2,(H,23,24,25)/t18-/m1/s1",DWIPGNHOTXSYBW-GOSISDBHSA-N,,27.0,0
